POINT_1_STREET,DURATION_IN_SEC,POINT_1_NAME,POINT_1_CITY,POINT_2_NAME,POINT_2_LNG,POINT_2_STREET,NDT_IN_KMH,POINT_2_POSTAL_CODE,POINT_2_COUNTRY,POINT_1_STREET_NUMBER,ORGANISATION,POINT_1_LAT,POINT_2_LAT,POINT_1_POSTAL_CODE,POINT_2_STREET_NUMBER,POINT_2_CITY,extID,ROAD_TYPE,POINT_1_LNG,REPORT_ID,POINT_1_COUNTRY,DISTANCE_IN_METERS,REPORT_NAME,RBA_ID,_id
Oddervej,37,4379,Højbjerg,4377,10.207113017196662,Oddervej,37,8270,Denmark,70-74,COWI,56.114487000000004,56.117828971777826,8270,51,Højbjerg,520,MAJOR_ROAD,10.207854230653766,201453,Denmark,381,AAR_BT_0440 4379 4377,229505,1927
Oddervej,697,4378,Højbjerg,4370,10.154807944774575,Århusvej,67,8300,Denmark,206,COWI,56.09926842434083,55.988031499663315,8270,86,Odder,525,MAJOR_ROAD,10.209020390213027,201589,Denmark,13068,AAR_BT_0445 4378 4370,229515,1932
,127,3979,Aarhus,4554,10.189857330024779,Jyllands Alle,31,8000,Denmark,0,COWI,56.141835968071454,56.13458495857738,8000,0,Aarhus,592,MAJOR_ROAD,10.192906038028696,209774,Denmark,1105,AAR_BT_0512 3979 4554,229649,1999
Sindalsvej,193,4358,Risskov,4354,10.246642527612721,Viengevej,42,8240,Denmark,40,COWI,56.210237386910975,56.20913963031665,8240,0,Risskov,395,MAJOR_ROAD,10.21333293005955,192520,Denmark,2248,AAR_BT_0303 4358 4354,229074,1802
Vestre Strandalle,76,4351,Risskov,4582,10.218124775463139,Grenåvej,29,8240,Denmark,70A,COWI,56.190387445286476,56.18655111946821,8240,125,Risskov,419,MAJOR_ROAD,10.223110775463056,193159,Denmark,611,AAR_BT_0339 4351 4582,229122,1826
Landevejen,93,4558,Tranbjerg,4550,10.153714822090137,Christian X's Vej,51,8270,Denmark,0,COWI,56.10097260933967,56.1102508220387,8310,205,Højbjerg,497,MAJOR_ROAD,10.140579996364522,198005,Denmark,1318,AAR_BT_0417 4558 4550,229459,1904
Jyllands Alle,84,4548,Højbjerg,4553,10.180056017196648,Jyllands Alle,35,8260,Denmark,105,COWI,56.12994000000001,56.12437832738177,8270,158,Aarhus,506,MAJOR_ROAD,10.187329678573633,198247,Denmark,809,AAR_BT_0426 4548 4553,229477,1913
Jyllands Alle,44,4548,Højbjerg,4554,10.189980711639464,Jyllands Alle,46,8000,Denmark,105,COWI,56.12994000000001,56.13458495857738,8270,105,Aarhus,507,MAJOR_ROAD,10.187329678573633,198275,Denmark,560,AAR_BT_0427 4548 4554,229479,1914
Rosenvangs Alle,124,4368,Højbjerg,4568,10.185914784061424,Vestavej,39,8270,Denmark,233,COWI,56.11692219631463,56.12391430736949,8270,2,Højbjerg,512,MAJOR_ROAD,10.202164315973278,201237,Denmark,1333,AAR_BT_0432 4368 4568,229489,1919
Århusvej,716,4370,Odder,4378,10.209020390213027,Oddervej,66,8270,Denmark,86,COWI,55.988031499663315,56.09926842434083,8300,206,Højbjerg,526,MAJOR_ROAD,10.154807944774575,201615,Denmark,13066,AAR_BT_0446 4370 4378,229517,1933
Ravnsbjergvej,122,4552,Aarhus,3986,10.15788067857352,Skanderborgvej,43,8260,Denmark,0,COWI,56.124304277059785,56.125743621869944,8260,223,Aarhus,533,MAJOR_ROAD,10.141663381614649,201802,Denmark,1457,AAR_BT_0453 4552 3986,229531,1940
Christian X's Vej,95,4550,Højbjerg,4558,10.140579996364522,Landevejen,50,8310,Denmark,0,COWI,56.110288211786354,56.10097260933967,8270,0,Tranbjerg,498,MAJOR_ROAD,10.153642402446735,198031,Denmark,1318,AAR_BT_0418 4550 4558,229461,1905
Christian X's Vej,148,4563,Højbjerg,4566,10.174677478504236,Christian X's Vej,36,8260,Denmark,169,COWI,56.12004117576438,56.13241046310714,8270,35,Aarhus,501,MAJOR_ROAD,10.167441665012348,198113,Denmark,1489,AAR_BT_0421 4563 4566,229467,1908
Skanderborgvej,110,3986,Aarhus,4552,10.141663381614649,Ravnsbjergvej,46,8260,Denmark,222,COWI,56.125829583613914,56.124304277059785,8260,222,Aarhus,534,MAJOR_ROAD,10.157709017196566,201828,Denmark,1408,AAR_BT_0454 3986 4552,229533,1941
Skanderborgvej,52,4559,Aarhus,4334,10.148131067458962,Ringvej Syd,37,8260,Denmark,0,COWI,56.11906158966682,56.11814500000001,8260,0,Aarhus,535,MAJOR_ROAD,10.143036390212956,201855,Denmark,539,AAR_BT_0455 4559 4334,229535,1942
Strandvejen,46,3190,Aarhus,4367,10.204335439147826,Marselis Boulevard,35,8000,Denmark,36,COWI,56.14472622987757,56.14184292295903,8000,24B,Aarhus,587,MAJOR_ROAD,10.208600965029746,206449,Denmark,441,AAR_BT_0507 3190 4367,229639,1994
Edwin Rahrs Vej,51,4331,Aarhus,2654,10.143257948409996,Åby Ringvej,41,8230,Denmark,6B,COWI,56.162574351819416,56.1601908856982,8220,0,Aarhus,457,MAJOR_ROAD,10.139154364418005,195605,Denmark,581,AAR_BT_0377 4331 2654,229198,1864
Åby Ringvej,62,2654,Aarhus,4331,10.139116813491796,Edwin Rahrs Vej,36,8220,Denmark,6B,COWI,56.16018043015113,56.1627072781356,8230,6B,Aarhus,458,MAJOR_ROAD,10.143520804893456,195631,Denmark,618,AAR_BT_0378 2654 4331,229200,1865
Jernaldervej,101,4338,Aarhus,2656,10.161823402446771,Hasle Ringvej,35,8210,Denmark,7A,COWI,56.170886798880105,56.17304495205962,8210,36,Aarhus,451,MAJOR_ROAD,10.149547918402732,195446,Denmark,978,AAR_BT_0371 4338 2656,229186,1858
Viborgvej,52,4347,Tilst,4329,10.101564720237775,Anelystvej,43,8381,Denmark,0,COWI,56.18546282170713,56.18277313796047,8381,0,Tilst,460,MAJOR_ROAD,10.096344851520598,195684,Denmark,628,AAR_BT_0380 4347 4329,229204,1867
Viborgvej,66,4335,Tilst,4336,10.12084169080731,Holmstrupgårdvej,50,8210,Denmark,389,COWI,56.182637286706964,56.178402535294865,8381,150,Aarhus,464,MAJOR_ROAD,10.113531440475526,195790,Denmark,911,AAR_BT_0384 4335 4336,229212,1871
Holmstrupgårdvej,65,4336,Aarhus,4342,10.130153804893553,Viborgvej,45,8210,Denmark,150,COWI,56.178402535294865,56.17941549701764,8210,295,Aarhus,465,MAJOR_ROAD,10.12084169080731,195817,Denmark,812,AAR_BT_0385 4336 4342,229214,1872
Edwin Rahrs Vej,116,4325,Aarhus,4345,10.093612498182324,Anelystvej,37,8381,Denmark,73-75,COWI,56.16459887184971,56.16718933444926,8220,35,Tilst,468,MAJOR_ROAD,10.109984271163967,195896,Denmark,1205,AAR_BT_0388 4325 4345,229220,1875
Genvejen,51,4549,Hasselager,4560,10.066129804893535,Genvejen,78,8260,Denmark,0,COWI,56.11996007421442,56.121379546124246,8361,0,Stavtrup,478,MAJOR_ROAD,10.083678288360602,197489,Denmark,1110,AAR_BT_0398 4549 4560,229240,1885
Møllebakken,107,4562,Hasselager,4559,10.143036390212956,Skanderborgvej,53,8260,Denmark,15,COWI,56.110590119560015,56.11906158966682,8361,0,Aarhus,483,MAJOR_ROAD,10.122408752149568,197626,Denmark,1588,AAR_BT_0403 4562 4559,229431,1890
Landevejen,130,4555,Tranbjerg,4558,10.140579996364522,Landevejen,57,8310,Denmark,0,COWI,56.0855852379219,56.10097260933967,8310,0,Tranbjerg,495,MAJOR_ROAD,10.124126151537894,197951,Denmark,2050,AAR_BT_0415 4555 4558,229455,1902
Humlehusvej,91,4360,Aarhus,4365,10.17926542270186,Skejby Nordlandsvej,32,8200,Denmark,16,COWI,56.20103008023493,56.2049938543326,8200,311,Aarhus,391,MAJOR_ROAD,10.169078780426162,190963,Denmark,809,AAR_BT_0299 4360 4365,192408,1798
Sindalsvej,187,4358,Risskov,4365,10.17926542270186,Skejby Nordlandsvej,44,8200,Denmark,40,COWI,56.210237386910975,56.2049938543326,8240,311,Aarhus,394,MAJOR_ROAD,10.21333293005955,192492,Denmark,2283,AAR_BT_0302 4358 4365,229072,1801
Viengevej,101,4354,Risskov,4578,10.259584355819698,Grenåvej,40,8250,Denmark,0,COWI,56.20913963031665,56.20482701617347,8240,402,Ega,407,MAJOR_ROAD,10.246642527612721,192840,Denmark,1131,AAR_BT_0325 4354 4578,229098,1814
Grenåvej,59,4582,Risskov,4351,10.223110775463056,Vestre Strandalle,36,8240,Denmark,126,COWI,56.186546268439095,56.190387445286476,8240,70A,Risskov,420,MAJOR_ROAD,10.218303812914883,193185,Denmark,587,AAR_BT_0340 4582 4351,229124,1827
Viborgvej,99,4347,Tilst,4333,10.07666460978703,Viborgvej,48,8381,Denmark,0,COWI,56.18546282170713,56.18959388227456,8381,0,Tilst,424,MAJOR_ROAD,10.096344851520598,193294,Denmark,1324,AAR_BT_0344 4347 4333,229132,1831
Viborgvej,73,4342,Aarhus,4335,10.113531440475526,Viborgvej,54,8381,Denmark,295,COWI,56.17941549701764,56.182637286706964,8210,389,Tilst,428,MAJOR_ROAD,10.130153804893553,193402,Denmark,1096,AAR_BT_0348 4342 4335,229140,1835
Viborgvej,35,4342,Aarhus,4339,10.138347076057471,Viborgvej,57,8210,Denmark,295,COWI,56.17941549701764,56.17734056158762,8210,277,Aarhus,429,MAJOR_ROAD,10.130153804893553,193430,Denmark,558,AAR_BT_0349 4342 4339,229142,1836
Hasle Ringvej,82,2658,Aarhus,4363,10.175338207340246,Paludan-Müllers Vej,34,8200,Denmark,0,COWI,56.17871060412596,56.179322409643085,8200,231,Aarhus,448,MAJOR_ROAD,10.184485323907893,195365,Denmark,769,AAR_BT_0368 2658 4363,229180,1855
Skanderborgvej,53,3150,Aarhus,3197,10.186944694442786,Søndre Ringgade,33,8000,Denmark,7,COWI,56.14251885276732,56.1457221852484,8000,52,Aarhus,356,MAJOR_ROAD,10.186880262565637,190020,Denmark,481,AAR_BT_0263 3150 3197,192338,1763
Haveforening Af 1918,85,3988,Aarhus,3150,10.186880262565637,Skanderborgvej,32,8000,Denmark,4,COWI,56.13953206657349,56.14251885276732,8000,7,Aarhus,365,MAJOR_ROAD,10.177203408737114,190259,Denmark,746,AAR_BT_0272 3988 3150,192356,1772
Grenåvej,53,4569,Ega,4353,10.27770202943043,Grenåvej,57,8250,Denmark,440,COWI,56.206985193530365,56.21155278296297,8250,481,Ega,374,MAJOR_ROAD,10.267323856483472,190501,Denmark,838,AAR_BT_0282 4569 4353,192374,1781
Grenåvej,38,4569,Ega,4578,10.259470361936565,Grenåvej,51,8250,Denmark,0,COWI,56.207098572394976,56.20496203409241,8250,425,Ega,375,MAJOR_ROAD,10.267205839286817,190529,Denmark,534,AAR_BT_0283 4569 4578,192376,1782
Grenåvej,49,4581,Risskov,4572,10.228639215938529,Grenåvej,59,8240,Denmark,0,COWI,56.19369241581476,56.19765179702361,8240,0,Risskov,384,MAJOR_ROAD,10.21908612268453,190770,Denmark,797,AAR_BT_0292 4581 4572,192394,1791
Mejlbyvej,169,4355,Hjortshøj,4352,10.267762215938546,Mejlbyvej,53,8250,Denmark,285,COWI,56.242032790256985,56.22020076302727,8530,58,Ega,385,MAJOR_ROAD,10.261365288360594,190799,Denmark,2502,AAR_BT_0293 4355 4352,192396,1792
Mejlbyvej,80,4352,Ega,4356,10.269519082174156,Mejlbyvej,50,8250,Denmark,58,COWI,56.22020076302727,56.2107989833621,8250,2B,Ega,387,MAJOR_ROAD,10.267762215938546,190853,Denmark,1107,AAR_BT_0295 4352 4356,192400,1794
Randersvej,54,4361,Aarhus,3155,10.195804343585905,Randersvej,42,8200,Denmark,0,COWI,56.18950967440927,56.18461478101305,8200,141,Århus N,399,MAJOR_ROAD,10.190940219574031,192627,Denmark,627,AAR_BT_0315 4361 3155,229082,1806
Randersvej,55,3155,Aarhus,4361,10.191119927578029,Randersvej,41,8200,Denmark,0,COWI,56.184659561973874,56.18958131478287,8200,210,Aarhus,400,MAJOR_ROAD,10.19604842460626,192653,Denmark,631,AAR_BT_0316 3155 4361,229084,1807
Vestre Ringgade,57,3194,Aarhus,3157,10.17839594725615,Viborgvej,35,8210,Denmark,70,COWI,56.1589844936963,56.162446952950255,8000,47,Aarhus,343,MAJOR_ROAD,10.182944170639075,188013,Denmark,560,AAR_BT_0250 3194 3157,189740,1750
Viborgvej,50,3157,Aarhus,3194,10.182659856483497,Vestre Ringgade,39,8000,Denmark,47,COWI,56.162369287665825,56.15898299999999,8210,45,Aarhus,344,MAJOR_ROAD,10.178335597553314,188039,Denmark,535,AAR_BT_0251 3157 3194,189742,1751
Vestre Ringgade,51,3194,Aarhus,3156,10.187763760747885,Viborgvej,38,8000,Denmark,70,COWI,56.1589844936963,56.159418709313904,8000,14,Aarhus,345,MAJOR_ROAD,10.182944170639075,188066,Denmark,534,AAR_BT_0252 3194 3156,189744,1752
Silkeborgvej,78,3198,Aarhus,3194,10.182944170639075,Vestre Ringgade,33,8000,Denmark,188,COWI,56.15591411050229,56.1589844936963,8000,70,Aarhus,348,MAJOR_ROAD,10.176133542327875,188145,Denmark,725,AAR_BT_0255 3198 3194,189750,1755
Vestre Ringgade,64,3195,Aarhus,3198,10.176133542327875,Silkeborgvej,32,8000,Denmark,0,COWI,56.15499691392427,56.15591411050229,8000,188,Aarhus,349,MAJOR_ROAD,10.182841611114554,188172,Denmark,566,AAR_BT_0256 3195 3198,189752,1756
Silkeborgvej,62,3198,Aarhus,3195,10.182616305557303,Vestre Ringgade,31,8000,Denmark,188,COWI,56.15591411050229,56.15498346925998,8000,41,Aarhus,350,MAJOR_ROAD,10.176133542327875,188198,Denmark,540,AAR_BT_0257 3198 3195,189754,1757
Vestre Ringgade,65,3195,Aarhus,3985,10.17614185152047,Søren Frichs Vej,35,8000,Denmark,41,COWI,56.15498346925998,56.151949698562795,8000,39,Århus C,351,MAJOR_ROAD,10.182616305557303,188225,Denmark,637,AAR_BT_0258 3195 3985,189756,1758
Søndre Ringgade,56,3197,Aarhus,3150,10.186756880950952,Skanderborgvej,29,8000,Denmark,63,COWI,56.14563850929,56.14258759218248,8000,26,Aarhus,355,MAJOR_ROAD,10.186762304229774,189994,Denmark,447,AAR_BT_0262 3197 3150,192336,1762
Åby Ringvej,73,2654,Aarhus,3200,10.139025504299298,Silkeborgvej,50,8220,Denmark,0,COWI,56.1601908856982,56.153267352820414,8230,521,Aarhus,305,MAJOR_ROAD,10.143257948409996,187006,Denmark,1018,AAR_BT_0212 2654 3200,189664,1712
Vestre Ringgade,86,3192,Aarhus,3982,10.186652602364234,Paludan-Müllers Vej,28,8210,Denmark,61,COWI,56.16945046812791,56.170278565367,8200,95,Aarhus,335,MAJOR_ROAD,10.194338714120931,187801,Denmark,671,AAR_BT_0242 3192 3982,189724,1742
Paludan-Müllers Vej,80,3982,Aarhus,3192,10.194526468751974,Vestre Ringgade,31,8000,Denmark,95,COWI,56.170278565367,56.16929516572502,8210,210,Aarhus,336,MAJOR_ROAD,10.186652602364234,187827,Denmark,696,AAR_BT_0243 3982 3192,189726,1743
Vestre Ringgade,105,3193,Aarhus,3982,10.186652602364234,Paludan-Müllers Vej,31,8210,Denmark,53,COWI,56.16389697427008,56.170278565367,8210,95,Aarhus,337,MAJOR_ROAD,10.18616224669654,187854,Denmark,910,AAR_BT_0244 3193 3982,189728,1744
Paludan-Müllers Vej,81,3982,Aarhus,3193,10.185844404928275,Vestre Ringgade,40,8210,Denmark,95,COWI,56.170278565367,56.163969409207326,8210,53,Aarhus,338,MAJOR_ROAD,10.186652602364234,187880,Denmark,890,AAR_BT_0245 3982 3193,189730,1745
Viborgvej,69,3157,Aarhus,3193,10.18616224669654,Vestre Ringgade,38,8210,Denmark,47,COWI,56.162369287665825,56.16389697427008,8210,53,Aarhus,340,MAJOR_ROAD,10.178335597553314,187933,Denmark,731,AAR_BT_0247 3157 3193,189734,1747
Søren Frichs Vej,96,3985,Århus C,3195,10.182841611114554,Vestre Ringgade,25,8000,Denmark,39,COWI,56.151949698562795,56.15499691392427,8000,39,Aarhus,352,MAJOR_ROAD,10.17614185152047,188251,Denmark,676,AAR_BT_0259 3985 3195,189758,1759
Skanderborgvej,43,4373,Aarhus,3990,10.186664830688414,Marselis Boulevard,42,8000,Denmark,107,COWI,56.138322977998705,56.139477887997344,8260,135,Aarhus,364,MAJOR_ROAD,10.179336344162948,190232,Denmark,500,AAR_BT_0271 4373 3990,192354,1771
Skanderborgvej,60,4373,Aarhus,3150,10.186880262565637,Skanderborgvej,40,8000,Denmark,107,COWI,56.138322977998705,56.14251885276732,8260,7,Aarhus,275,MAJOR_ROAD,10.179336344162948,184703,Denmark,661,AAR_BT_0182 4373 3150,186203,1682
Vejlby Ringvej,55,2661,Risskov,4582,10.218124775463139,Grenåvej,43,8240,Denmark,0,COWI,56.18696229571611,56.18655111946821,8240,125,Risskov,284,MAJOR_ROAD,10.212459373016372,184945,Denmark,656,AAR_BT_0191 2661 4582,186221,1691
Viborgvej,57,3159,Aarhus,2655,10.151387677246134,Åby Ringvej,45,8210,Denmark,209,COWI,56.17262995803033,56.16798814878688,8210,209,Aarhus,302,MAJOR_ROAD,10.153436152114864,185422,Denmark,705,AAR_BT_0209 3159 2655,186257,1709
Åby Ringvej,66,2655,Aarhus,3158,10.161062711639374,Viborgvej,45,8210,Denmark,0,COWI,56.167867187555736,56.169148028055325,8210,165-167,Aarhus,303,MAJOR_ROAD,10.1515794551907,186953,Denmark,816,AAR_BT_0210 2655 3158,189660,1710
Viborgvej,76,3158,Aarhus,2655,10.151387677246134,Åby Ringvej,40,8210,Denmark,165-167,COWI,56.169148028055325,56.16798814878688,8210,165-167,Aarhus,304,MAJOR_ROAD,10.161062711639374,186979,Denmark,844,AAR_BT_0211 3158 2655,189662,1711
Marselis Boulevard,109,3988,Aarhus,2652,10.154338145998054,Viby Ringvej,62,8230,Denmark,174,COWI,56.13962771141822,56.14051551675728,8000,104,Aarhus,318,MAJOR_ROAD,10.177235595245293,187350,Denmark,1873,AAR_BT_0225 3988 2652,189690,1725
Marselis Boulevard,126,3988,Aarhus,2651,10.157454995037142,Viby Ringvej,54,8260,Denmark,174,COWI,56.13962771141822,56.13199024175818,8000,174,Aarhus,320,MAJOR_ROAD,10.177235595245293,187403,Denmark,1904,AAR_BT_0227 3988 2651,189694,1727
Viby Ringvej,102,2651,Aarhus,3987,10.166318618385276,Skanderborgvej,30,8260,Denmark,0,COWI,56.13199024175818,56.13096577062022,8260,169,Aarhus,323,MAJOR_ROAD,10.157454995037142,187483,Denmark,858,AAR_BT_0230 2651 3987,189700,1730
Søndre Ringgade,37,3197,Aarhus,3196,10.183679466270405,Søndre Ringgade,49,8000,Denmark,52,COWI,56.1457221852484,56.14984790483175,8000,52,Aarhus,246,MAJOR_ROAD,10.186944694442786,181168,Denmark,503,AAR_BT_0153 3197 3196,182240,1653
Randersvej,54,3154,Aarhus,3155,10.19604842460626,Randersvej,34,8200,Denmark,164,COWI,56.1803125039424,56.184659561973874,8200,164,Aarhus,248,MAJOR_ROAD,10.19893292642405,181223,Denmark,515,AAR_BT_0155 3154 3155,182244,1655
Søren Frichs Vej,113,3985,Århus C,3984,10.158060728836062,Søren Frichs Vej,39,8230,Denmark,39,COWI,56.151949698562795,56.14774074192765,8000,80,Aarhus,278,MAJOR_ROAD,10.17614185152047,184784,Denmark,1222,AAR_BT_0185 3985 3984,186209,1685
Paludan-Müllers Vej,51,3983,Aarhus,3982,10.186652602364234,Paludan-Müllers Vej,35,8210,Denmark,48,COWI,56.17389164456407,56.170278565367,8200,95,Aarhus,279,MAJOR_ROAD,10.182183959489976,184813,Denmark,491,AAR_BT_0186 3983 3982,186211,1686
Paludan-Müllers Vej,57,3982,Aarhus,3983,10.182183959489976,Paludan-Müllers Vej,31,8200,Denmark,95,COWI,56.170278565367,56.17389164456407,8210,48,Aarhus,280,MAJOR_ROAD,10.186652602364234,184839,Denmark,490,AAR_BT_0187 3982 3983,186213,1687
Grenåvej,77,4581,Risskov,2661,10.212341355819717,Vejlby Ringvej,44,8240,Denmark,0,COWI,56.19371107014121,56.187071255964284,8240,0,Risskov,281,MAJOR_ROAD,10.218878251485876,184866,Denmark,942,AAR_BT_0188 4581 2661,186215,1688
Randersvej,62,3155,Århus N,2660,10.200790644180302,Vejlby Ringvej,29,8200,Denmark,141,COWI,56.18461478101305,56.18324423193787,8200,20,Aarhus,286,MAJOR_ROAD,10.195804343585905,184998,Denmark,498,AAR_BT_0193 3155 2660,186225,1693
Hasle Ringvej,69,2657,Aarhus,3983,10.182183959489976,Paludan-Müllers Vej,44,8200,Denmark,0,COWI,56.174917180024806,56.17389164456407,8210,48,Aarhus,295,MAJOR_ROAD,10.171611868717264,185237,Denmark,851,AAR_BT_0202 2657 3983,186243,1702
Vestre Ringgade,38,3194,Aarhus,3195,10.182616305557303,Vestre Ringgade,42,8000,Denmark,45,COWI,56.15898299999999,56.15498346925998,8000,41,Aarhus,241,MAJOR_ROAD,10.182659856483497,181034,Denmark,447,AAR_BT_0148 3194 3195,182230,1648
Vestre Ringgade,43,3195,Aarhus,3196,10.183499758266407,Søndre Ringgade,49,8000,Denmark,41,COWI,56.15498346925998,56.149807565419565,8000,41,Aarhus,243,MAJOR_ROAD,10.182616305557303,181088,Denmark,580,AAR_BT_0150 3195 3196,182234,1650
Søndre Ringgade,51,3196,Aarhus,3195,10.182841611114554,Vestre Ringgade,41,8000,Denmark,0,COWI,56.14984790483175,56.15499691392427,8000,0,Aarhus,244,MAJOR_ROAD,10.183679466270405,181114,Denmark,577,AAR_BT_0151 3196 3195,182236,1651
Randersvej,88,3977,Aarhus Municipality,3152,10.20690854480938,Nørrebrogade,38,8000,Denmark,51,COWI,56.176038754874654,56.16813760017301,8200,45,Aarhus,251,MAJOR_ROAD,10.201616660049467,181305,Denmark,938,AAR_BT_0158 3977 3152,182250,1658
Silkeborgvej,35,3200,Aarhus,3201,10.131331836805202,Silkeborgvej,49,8220,Denmark,521,COWI,56.153267352820414,56.152757286457955,8220,562,Aarhus,266,MAJOR_ROAD,10.139025504299298,183009,Denmark,481,AAR_BT_0173 3200 3201,183601,1673
Skanderborgvej,78,3987,Aarhus,3986,10.157709017196566,Skanderborgvej,36,8260,Denmark,168,COWI,56.131053962866226,56.125829583613914,8260,222,Aarhus,272,MAJOR_ROAD,10.166163050262412,184621,Denmark,789,AAR_BT_0179 3987 3986,186197,1679
Skanderborgvej,93,3987,Aarhus,4373,10.179336344162948,Skanderborgvej,45,8260,Denmark,169,COWI,56.13096577062022,56.138322977998705,8260,107,Aarhus,273,MAJOR_ROAD,10.166318618385276,184649,Denmark,1151,AAR_BT_0180 3987 4373,186199,1680
Skanderborgvej,89,4373,Aarhus,3987,10.166163050262412,Skanderborgvej,47,8260,Denmark,106,COWI,56.13844851575673,56.131053962866226,8260,168,Aarhus,274,MAJOR_ROAD,10.179150601188667,184675,Denmark,1152,AAR_BT_0181 4373 3987,186201,1681
Marselis Boulevard,36,3989,Aarhus,4367,10.204415905418273,Marselis Boulevard,36,8000,Denmark,15,COWI,56.14063267124548,56.14171141881423,8000,0,Aarhus,207,MAJOR_ROAD,10.1989185595246,179038,Denmark,361,AAR_BT_0114 3989 4367,180145,1614
Marselis Boulevard,31,4367,Aarhus,3989,10.198852845403735,Marselis Boulevard,42,8000,Denmark,0,COWI,56.141823496238665,56.1407940671622,8000,50,Aarhus,208,MAJOR_ROAD,10.204370307865133,179064,Denmark,361,AAR_BT_0115 4367 3989,180147,1615
Viby Ringvej,62,2652,Aarhus,2651,10.157454995037142,Viby Ringvej,56,8260,Denmark,104,COWI,56.1404960893661,56.13199024175818,8230,104,Aarhus,229,MAJOR_ROAD,10.154132957008414,180709,Denmark,968,AAR_BT_0136 2652 2651,182206,1636
Viby Ringvej,61,2651,Aarhus,2652,10.154338145998054,Viby Ringvej,57,8230,Denmark,0,COWI,56.13203209461566,56.14051551675728,8260,104,Aarhus,230,MAJOR_ROAD,10.157658842922274,180735,Denmark,966,AAR_BT_0137 2651 2652,182208,1637
Nordre Ringgade,36,3182,Aarhus,3183,10.209219127208598,Nordre Ringgade,32,8200,Denmark,98,COWI,56.17405423428392,56.17243586196818,8200,64B,Aarhus,231,MAJOR_ROAD,10.213484466270415,180764,Denmark,321,AAR_BT_0138 3182 3183,182210,1638
Nordre Ringgade,34,3183,Aarhus,3182,10.213484466270415,Nordre Ringgade,34,8200,Denmark,64B,COWI,56.17235120664372,56.17405423428392,8200,98,Aarhus,232,MAJOR_ROAD,10.209275766864721,180790,Denmark,324,AAR_BT_0139 3183 3182,182212,1639
Nordre Ringgade,83,3183,Aarhus,3191,10.201380373016264,Nordre Ringgade,22,8000,Denmark,64B,COWI,56.17243586196818,56.17122707649042,8200,3,Aarhus,233,MAJOR_ROAD,10.209219127208598,180818,Denmark,508,AAR_BT_0140 3183 3191,182214,1640
Nordre Ringgade,66,3191,Aarhus,3183,10.209275766864721,Nordre Ringgade,28,8200,Denmark,64B,COWI,56.171122550932225,56.17235120664372,8000,64B,Aarhus,234,MAJOR_ROAD,10.201447428241636,180844,Denmark,505,AAR_BT_0141 3191 3183,182216,1641
Søftenvej,47,4349,Aarhus,4326,10.145073305557275,15,93,8200,Denmark,0,COWI,56.208646307573304,56.21399075104399,8200,0,Aarhus,174,MAJOR_ROAD,10.161157250404358,158744,Denmark,1220,AAR_BT_0015 4349 4326,160867,1581
Marselis Boulevard,41,3990,Aarhus,3988,10.177235595245293,Marselis Boulevard,51,8000,Denmark,135,COWI,56.13959744418457,56.13962771141822,8000,174,Aarhus,209,MAJOR_ROAD,10.186632644180236,179093,Denmark,583,AAR_BT_0116 3990 3988,180149,1616
Haveforening Af 1918,46,3988,Aarhus,3990,10.186664830688414,Marselis Boulevard,46,8000,Denmark,4,COWI,56.13953206657349,56.139477887997344,8000,135,Aarhus,210,MAJOR_ROAD,10.177203408737114,179119,Denmark,585,AAR_BT_0117 3988 3990,180151,1617
Vejlby Ringvej,54,2660,Aarhus,2661,10.212459373016372,Vejlby Ringvej,56,8240,Denmark,20,COWI,56.18324423193787,56.18696229571611,8200,20,Risskov,212,MAJOR_ROAD,10.200790644180302,179174,Denmark,833,AAR_BT_0119 2660 2661,180155,1619
Hasle Ringvej,50,2659,Aarhus,2660,10.200790644180302,Vejlby Ringvej,38,8200,Denmark,138,COWI,56.181353258286634,56.18324423193787,8200,20,Aarhus,214,MAJOR_ROAD,10.192906008598356,179228,Denmark,532,AAR_BT_0121 2659 2660,180159,1621
Hasle Ringvej,43,2659,Aarhus,2658,10.184485323907893,Hasle Ringvej,50,8200,Denmark,0,COWI,56.181459995226994,56.17871060412596,8200,0,Aarhus,215,MAJOR_ROAD,10.192792014715224,179256,Denmark,598,AAR_BT_0122 2659 2658,180161,1622
Hasle Ringvej,34,2658,Aarhus,2659,10.192906008598356,Hasle Ringvej,63,8200,Denmark,0,COWI,56.178623267668705,56.181353258286634,8200,138,Aarhus,216,MAJOR_ROAD,10.18461071717934,179282,Denmark,597,AAR_BT_0123 2658 2659,180163,1623
Søndre Ringgade,37,3196,Aarhus,3197,10.186762304229774,Søndre Ringgade,49,8000,Denmark,0,COWI,56.149807565419565,56.14563850929,8000,63,Aarhus,245,MAJOR_ROAD,10.183499758266407,181142,Denmark,507,AAR_BT_0152 3196 3197,182238,1652
Nordjyske Motorvej,125,4323,Hinnerup,4364,10.13969570304107,Søftenvej,90,8200,Denmark,0,COWI,56.23489759702643,56.2149789163549,8382,0,Aarhus,186,MAJOR_ROAD,10.125013142824173,172329,Denmark,3132,AAR_BT_0027 4323 4364,172457,1593
